 DATE,                                     CHEMICAL ANALYSIS,,,,,,,,Avl. lime,Basicity  (B2),     SCREEN  ANALYSIS,,,,,%MPS,TI,RDI,RI,MgO/Al2O3
,%T(Fe),%FeO,%CaO,%MgO,%SiO2,%Al2O3,%K2O,% P,Avl. lime,Basicity  (B2),%+40MM,%40+25MM,%25+10MM,%10+5MM,%5 MM,%MPS,TI,RDI,RI,MgO/Al2O3
1-Apr-23,51.51,10.67,13.71,2.26,6.33,3.48,0.10,0.09,7.39,2.17,8.15,8.71,43.85,32.94,6.35,16.80,78.67,23.20,68.16,0.65
2-Apr-23,51.50,10.70,13.75,2.28,6.31,3.48,0.10,0.09,7.45,2.18,7.70,9.50,43.32,33.12,6.36,16.78,78.88,23.10,68.47,0.66
3-Apr-23,51.51,10.66,13.75,2.30,6.32,3.47,0.10,0.09,7.43,2.18,7.80,9.98,42.90,33.08,6.25,16.90,78.46,23.10,67.86,0.66
4-Apr-23,51.50,10.55,13.74,2.30,6.31,3.48,0.10,0.09,7.43,2.18,7.88,9.14,43.30,33.14,6.54,16.74,77.76,23.40,68.09,0.66
5-Apr-23,51.50,10.68,13.77,2.29,6.30,3.49,0.10,0.09,7.47,2.19,7.66,9.69,43.31,33.14,6.21,16.81,78.72,23.20,67.89,0.66
6-Apr-23,51.49,10.64,13.77,2.29,6.32,3.48,0.10,0.09,7.45,2.18,8.06,9.37,43.46,32.87,6.24,16.90,78.67,23.20,67.61,0.66
7-Apr-23,51.52,10.76,13.74,2.32,6.25,3.46,0.10,0.09,7.50,2.20,7.85,9.60,43.49,33.03,6.04,16.89,78.52,23.00,67.96,0.67
8-Apr-23,51.55,10.68,13.72,2.30,6.26,3.46,0.10,0.09,7.47,2.19,7.73,9.32,43.22,33.14,6.60,16.72,78.47,23.30,67.86,0.67
9-Apr-23,51.87,10.78,13.61,2.25,6.11,3.39,0.09,0.08,7.51,2.23,7.65,9.20,43.42,33.30,6.42,16.61,78.72,23.20,68.42,0.66
10-Apr-23,51.83,10.71,13.63,2.25,6.29,3.38,0.10,0.09,7.34,2.17,7.54,9.42,43.73,33.06,6.24,16.75,79.16,23.30,67.52,0.67
11-Apr-23,51.81,10.66,13.50,2.29,6.35,3.37,0.09,0.09,7.15,2.13,8.33,9.72,42.63,33.17,6.15,17.01,79.04,23.30,68.53,0.68
12-Apr-23,52.01,10.68,13.41,2.18,6.19,3.38,0.08,0.08,7.22,2.17,7.57,9.46,43.48,32.99,6.51,16.73,79.03,23.30,68.39,0.65
13-Apr-23,52.09,10.53,13.13,2.19,6.17,3.42,0.09,0.09,6.96,2.13,8.14,9.56,42.75,32.81,6.75,16.88,78.22,23.20,68.16,0.64
14-Apr-23,52.11,10.49,13.15,2.23,6.20,3.43,0.09,0.09,6.95,2.12,7.88,9.56,42.89,33.12,6.55,16.81,78.42,23.40,67.66,0.65
15-Apr-23,52.03,10.46,13.22,2.18,6.16,3.44,0.10,0.09,7.07,2.15,7.18,9.34,43.94,32.97,6.59,16.59,78.27,23.60,67.71,0.63
16-Apr-23,51.99,10.52,13.04,2.22,6.20,3.41,0.10,0.09,6.84,2.10,7.68,9.75,42.77,33.08,6.71,16.76,78.02,23.40,67.99,0.65
17-Apr-23,52.00,10.65,12.91,2.18,6.16,3.37,0.10,0.09,6.75,2.10,7.79,9.62,43.05,32.94,6.61,16.80,78.72,23.10,68.17,0.65
18-Apr-23,51.98,10.62,12.93,2.17,6.16,3.36,0.10,0.09,6.77,2.10,7.69,9.28,43.82,32.77,6.44,16.76,78.82,23.30,68.48,0.65
19-Apr-23,52.03,10.57,13.02,2.19,6.16,3.40,0.10,0.09,6.86,2.11,8.26,9.89,42.58,33.04,6.23,17.02,78.54,23.25,67.43,0.64
20-Apr-23,52.14,10.63,13.01,2.20,6.15,3.41,0.10,0.09,6.86,2.12,8.33,9.47,43.00,32.75,6.46,16.97,78.14,23.10,68.05,0.65
21-Apr-23,52.20,10.60,13.11,2.17,6.16,3.37,0.10,0.09,6.95,2.13,7.79,9.64,43.26,32.90,6.42,16.84,77.99,23.20,68.26,0.64
22-Apr-23,52.17,10.62,13.14,2.11,6.18,3.38,0.11,0.09,6.96,2.13,7.62,9.65,43.04,33.07,6.63,16.74,78.78,23.40,67.82,0.63
23-Apr-23,52.17,10.66,13.09,2.16,6.18,3.37,0.10,0.09,6.91,2.12,7.71,9.78,43.61,32.85,6.06,16.89,77.92,23.25,67.70,0.64
24-Apr-23,52.08,10.76,13.14,2.23,6.09,3.37,0.09,0.09,7.05,2.16,7.81,9.52,43.61,33.02,6.03,16.87,78.24,22.80,68.08,0.66
25-Apr-23,52.14,10.61,13.10,2.22,6.20,3.38,0.10,0.09,6.90,2.11,7.85,9.77,43.10,33.03,6.26,16.88,78.42,23.40,67.22,0.65
26-Apr-23,52.19,10.66,13.12,2.20,6.12,3.37,0.10,0.09,7.00,2.15,7.95,9.69,43.13,32.81,6.42,16.90,78.27,23.30,67.98,0.65
27-Apr-23,52.21,10.70,13.08,2.20,6.09,3.38,0.09,0.09,6.99,2.15,7.74,9.60,43.17,32.87,6.63,16.79,78.81,23.20,67.04,0.65
28-Apr-23,52.21,10.69,13.12,2.17,6.12,3.37,0.10,0.09,6.99,2.14,7.75,9.78,43.28,32.95,6.24,16.87,78.27,23.00,67.49,0.64
29-Apr-23,52.23,10.76,13.12,2.24,6.16,3.37,0.10,0.09,6.96,2.13,7.73,9.95,42.75,32.93,6.65,16.83,78.91,23.20,67.88,0.66
30-Apr-23,52.26,10.55,13.04,2.25,6.09,3.38,0.09,0.09,6.94,2.14,7.80,9.37,42.96,33.27,6.60,16.73,79.12,23.28,68.33,0.67
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-May-23,52.25,10.74,13.09,2.21,6.18,3.37,0.10,0.09,6.91,2.12,7.81,9.51,43.14,32.83,6.71,16.79,78.69,23.10,67.82,0.65
2-May-23,52.23,10.61,13.05,2.20,6.13,3.40,0.10,0.09,6.93,2.13,7.71,9.51,42.97,33.07,6.74,16.73,78.15,23.25,67.60,0.65
3-May-23,52.26,10.69,13.06,2.16,6.10,3.36,0.09,0.09,6.95,2.14,7.71,9.09,43.76,32.96,6.48,16.71,78.84,23.35,67.85,0.64
4-May-23,52.26,10.66,13.07,2.13,6.16,3.36,0.09,0.09,6.92,2.12,7.80,9.54,43.09,33.00,6.58,16.79,78.99,,67.26,0.63
5-May-23,52.27,10.69,13.06,2.15,6.13,3.38,0.09,0.09,6.93,2.13,7.91,9.31,43.04,33.25,6.49,16.77,78.80,23.10,68.12,0.63
6-May-23,52.27,10.53,13.07,2.11,6.14,3.37,0.09,0.09,6.93,2.13,7.90,9.70,42.69,33.21,6.50,16.83,78.50,23.20,67.73,0.62
7-May-23,52.27,10.55,13.08,2.19,6.12,3.37,0.09,0.09,6.96,2.14,7.87,9.18,43.20,33.07,6.68,16.73,78.87,23.30,66.68,0.65
8-May-23,52.25,10.43,13.06,2.24,6.11,3.37,0.09,0.08,6.95,2.14,8.25,9.37,42.83,33.09,6.46,16.90,79.04,23.40,67.87,0.66
9-May-23,52.28,10.55,13.14,2.17,6.11,3.36,0.09,0.08,7.03,2.15,7.47,9.73,43.50,32.78,6.52,16.76,78.87,23.30,68.04,0.65
10-May-23,52.23,10.61,13.14,2.11,6.13,3.37,0.09,0.08,7.01,2.14,7.78,9.57,43.11,32.88,6.67,16.78,78.14,23.35,67.38,0.63
11-May-23,52.26,10.46,13.13,2.05,6.14,3.41,0.09,0.09,6.99,2.14,7.70,9.38,43.10,33.19,6.63,16.71,78.69,23.30,67.86,0.60
12-May-23,52.19,10.56,13.17,2.12,6.18,3.39,0.10,0.09,7.00,2.13,7.71,9.59,43.04,33.02,6.65,16.76,78.57,23.08,68.26,0.63
13-May-23,52.24,10.78,13.22,2.08,6.18,3.40,0.10,0.09,7.04,2.14,8.38,9.55,42.80,32.81,6.46,16.99,78.68,23.20,68.08,0.61
14-May-23,52.14,10.31,13.31,2.11,6.14,3.41,0.10,0.09,7.17,2.17,8.04,8.93,43.35,33.12,6.56,16.75,78.33,23.60,67.03,0.62
15-May-23,52.16,10.38,13.27,2.12,6.17,3.40,0.09,0.09,7.10,2.15,7.55,9.40,43.13,33.29,6.64,16.66,78.09,23.50,67.62,0.62
16-May-23,52.18,10.49,13.27,2.11,6.15,3.39,0.09,0.09,7.12,2.16,7.79,9.15,43.24,33.19,6.63,16.70,78.87,23.45,68.21,0.62
17-May-23,52.20,10.50,13.22,2.07,6.15,3.40,0.09,0.09,7.08,2.15,7.56,9.41,43.26,33.18,6.58,16.69,78.30,23.43,67.52,0.61
18-May-23,52.18,10.63,13.14,2.05,6.14,3.38,0.09,0.09,7.00,2.14,8.18,9.44,43.03,32.90,6.46,16.91,78.94,23.50,68.01,0.61
19-May-23,52.19,10.61,13.15,2.18,6.18,3.38,0.09,0.09,6.98,2.13,8.24,9.27,43.04,32.88,6.58,16.88,78.87,22.93,67.68,0.64
20-May-23,52.19,10.64,13.16,2.18,6.19,3.38,0.09,0.09,6.97,2.13,8.00,9.23,43.47,32.88,6.42,16.84,79.08,23.10,68.03,0.65
21-May-23,52.18,10.53,13.16,2.23,6.15,3.38,0.09,0.09,7.01,2.14,7.68,9.27,43.48,33.16,6.42,16.72,78.88,23.20,67.82,0.66
22-May-23,52.20,10.65,13.10,2.20,6.12,3.38,0.09,0.09,6.98,2.14,8.18,9.43,42.95,32.99,6.46,16.90,78.73,23.10,68.27,0.65
23-May-23,52.22,10.65,13.10,2.16,6.12,3.38,0.09,0.09,6.98,2.14,8.09,9.27,43.47,32.84,6.34,16.88,78.30,23.10,67.58,0.64
24-May-23,52.20,10.58,13.13,2.15,6.12,3.38,0.09,0.09,7.01,2.15,8.04,9.36,43.04,32.95,6.61,16.83,78.38,23.15,67.82,0.64
25-May-23,52.21,10.70,13.10,2.14,6.15,3.39,0.09,0.09,6.96,2.13,8.00,9.50,42.87,33.02,6.62,16.83,79.03,23.10,67.88,0.63
26-May-23,52.26,10.70,13.10,2.12,6.16,3.35,0.09,0.09,6.94,2.13,8.14,9.55,43.06,32.73,6.52,16.92,78.18,23.00,68.12,0.63
27-May-23,52.33,10.67,13.09,2.11,6.15,3.33,0.09,0.09,6.93,2.13,7.83,9.67,43.17,32.88,6.44,16.85,78.75,23.10,68.64,0.63
28-May-23,52.33,10.66,13.11,2.11,6.17,3.32,0.09,0.09,6.93,2.12,8.24,9.85,42.55,32.90,6.46,16.99,78.14,23.50,67.62,0.64
29-May-23,52.30,10.56,13.12,2.15,6.16,3.33,0.09,0.09,6.96,2.13,7.68,9.59,43.05,33.33,6.35,16.76,78.56,23.60,66.80,0.64
30-May-23,52.31,10.61,13.13,2.15,6.12,3.32,0.09,0.09,7.01,2.15,8.21,9.34,42.89,33.06,6.50,16.88,78.53,23.20,67.88,0.65
31-May-23,52.27,10.60,13.13,2.14,6.11,3.36,0.09,0.09,7.02,2.15,7.76,9.25,43.71,32.77,6.68,16.77,78.79,23.30,68.26,0.64
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Jun-23,52.28,10.62,13.11,2.12,6.14,3.38,0.09,0.09,6.97,2.13,8.21,9.80,42.69,32.83,6.47,16.97,78.58,23.50,68.54,0.63
2-Jun-23,52.28,10.64,13.12,2.16,6.13,3.39,0.09,0.09,6.99,2.14,8.09,9.15,43.06,33.04,6.66,16.79,78.69,23.30,68.22,0.64
3-Jun-23,52.29,10.57,13.13,2.12,6.15,3.37,0.09,0.09,6.98,2.14,7.84,9.35,43.29,32.88,6.65,16.77,78.51,23.03,67.90,0.63
4-Jun-23,52.28,10.62,13.12,2.12,6.16,3.38,0.09,0.09,6.95,2.13,7.64,9.39,43.39,33.05,6.53,16.72,78.69,23.40,68.26,0.63
5-Jun-23,52.26,10.68,13.15,2.12,6.18,3.40,0.09,0.09,6.97,2.13,7.61,9.24,43.31,33.14,6.69,16.66,79.07,23.20,67.88,0.62
6-Jun-23,52.26,10.52,13.12,2.11,6.16,3.40,0.09,0.09,6.96,2.13,7.83,9.44,43.16,32.99,6.58,16.78,78.79,23.03,68.01,0.62
7-Jun-23,52.26,10.69,13.13,2.15,6.13,3.41,0.09,0.09,6.99,2.14,8.51,9.58,43.04,32.51,6.36,17.07,78.95,22.30,68.37,0.63
8-Jun-23,52.22,10.58,13.17,2.13,6.17,3.42,0.09,0.10,6.98,2.14,7.83,9.41,43.51,32.83,6.43,16.82,78.33,23.00,67.54,0.62
9-Jun-23,52.24,10.68,13.18,2.12,6.13,3.39,0.09,0.10,7.03,2.15,7.55,9.32,43.23,33.11,6.79,16.65,78.99,23.20,68.25,0.62
10-Jun-23,52.24,10.43,13.12,2.17,6.14,3.39,0.09,0.10,6.96,2.14,7.67,9.37,43.32,33.05,6.59,16.72,78.95,23.00,67.97,0.64
11-Jun-23,52.25,10.49,13.14,2.13,6.17,3.40,0.08,0.10,6.97,2.13,7.33,9.35,43.59,33.05,6.69,16.61,78.82,22.90,67.64,0.63
12-Jun-23,52.26,10.60,13.13,2.16,6.14,3.39,0.09,0.10,6.97,2.14,7.81,9.52,43.39,32.82,6.47,16.82,79.07,23.20,67.90,0.64
13-Jun-23,52.25,10.56,13.10,2.18,6.17,3.40,0.08,0.10,6.93,2.12,7.88,9.87,43.31,32.62,6.32,16.94,79.26,23.30,67.85,0.64
14-Jun-23,52.21,10.66,13.19,2.18,6.19,3.39,0.08,0.10,6.99,2.13,8.02,9.66,43.29,32.74,6.29,16.93,78.58,23.20,68.04,0.64
15-Jun-23,52.21,10.55,13.17,2.17,6.20,3.38,0.08,0.10,6.96,2.12,7.68,9.45,43.55,32.84,6.49,16.77,77.97,23.10,67.91,0.64
16-Jun-23,52.22,10.63,13.17,2.13,6.18,3.39,0.08,0.10,6.96,2.13,7.96,9.63,43.28,32.81,6.33,16.90,78.91,23.30,68.12,0.63
17-Jun-23,52.24,10.63,13.15,2.13,6.20,3.39,0.09,0.09,6.95,2.12,7.97,9.41,43.09,33.01,6.53,16.82,78.44,23.15,67.07,0.63
18-Jun-23,52.24,10.59,13.18,2.11,6.14,3.38,0.09,0.10,7.00,2.15,7.60,9.72,43.64,32.60,6.44,16.82,78.81,23.35,67.84,0.62
19-Jun-23,52.19,10.67,13.19,2.15,6.20,3.36,0.09,0.10,6.97,2.13,8.31,9.57,42.66,32.89,6.58,16.95,77.84,23.50,68.03,0.64
20-Jun-23,52.24,10.61,13.17,2.13,6.18,3.34,0.09,0.10,6.99,2.13,7.94,9.27,43.24,33.08,6.48,16.79,78.72,23.30,67.86,0.64
21-Jun-23,52.25,10.51,13.19,2.14,6.19,3.38,0.09,0.10,7.00,2.13,8.21,9.44,42.79,33.11,6.46,16.89,78.24,23.00,68.02,0.63
22-Jun-23,52.21,10.60,13.21,2.14,6.17,3.39,0.09,0.10,7.04,2.14,8.14,9.43,43.18,32.77,6.48,16.85,79.12,23.40,67.93,0.63
23-Jun-23,52.20,10.67,13.23,2.13,6.16,3.33,0.09,0.10,7.07,2.15,7.52,9.24,43.81,33.00,6.44,16.69,78.27,22.90,68.02,0.64
24-Jun-23,52.19,10.58,13.21,2.12,6.21,3.36,0.09,0.10,7.01,2.13,8.07,9.51,42.76,33.07,6.59,16.85,78.89,22.90,67.68,0.63
25-Jun-23,52.19,10.49,13.19,2.13,6.20,3.36,0.09,0.10,6.99,2.13,8.02,9.50,43.30,32.59,6.60,16.88,78.51,23.20,67.95,0.63
26-Jun-23,52.12,10.48,13.24,2.12,6.25,3.34,0.09,0.10,6.99,2.12,7.80,9.35,43.75,32.62,6.48,16.81,78.66,23.00,67.52,0.64
27-Jun-23,52.16,10.43,13.15,2.19,6.25,3.32,0.09,0.10,6.90,2.10,7.87,9.28,43.03,33.15,6.68,16.74,78.08,23.10,67.98,0.66
28-Jun-23,52.24,10.62,13.14,2.14,6.17,3.33,0.09,0.10,6.96,2.13,8.39,9.44,42.67,33.05,6.47,16.95,78.06,23.30,67.82,0.64
29-Jun-23,52.24,10.51,13.13,2.12,6.17,3.37,0.09,0.10,6.96,2.13,7.80,9.36,43.95,32.53,6.36,16.84,78.85,23.25,68.26,0.63
30-Jun-23,52.25,10.54,13.14,2.15,6.17,3.34,0.09,0.10,6.97,2.13,7.83,9.54,43.13,33.13,6.38,16.81,78.66,23.20,68.56,0.64
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Jul-23,52.20,10.51,13.13,2.11,6.19,3.33,0.09,0.10,6.94,2.12,7.62,9.55,43.23,33.00,6.61,16.74,78.63,23.20,67.82,0.63
2-Jul-23,52.24,10.59,13.15,2.16,6.17,3.31,0.09,0.10,6.99,2.13,7.72,9.47,43.43,32.66,6.72,16.77,78.26,23.40,68.66,0.65
3-Jul-23,52.21,10.44,13.10,2.14,6.19,3.36,0.09,0.10,6.91,2.12,7.89,9.25,43.08,33.20,6.59,16.75,78.68,23.30,67.58,0.64
4-Jul-23,52.20,10.55,13.14,2.15,6.19,3.32,0.09,0.10,6.95,2.12,8.07,9.50,43.19,32.76,6.48,16.90,78.78,23.10,68.00,0.65
5-Jul-23,52.15,10.58,13.11,2.15,6.23,3.38,0.09,0.10,6.88,2.11,8.12,9.42,43.00,32.98,6.48,16.87,78.84,23.23,67.08,0.64
6-Jul-23,52.19,10.57,13.12,2.14,6.16,3.38,0.09,0.10,6.96,2.13,8.30,9.36,42.98,32.76,6.61,16.92,78.38,23.30,67.54,0.63
7-Jul-23,52.19,10.66,13.15,2.12,6.17,3.38,0.09,0.10,6.97,2.13,8.07,9.25,43.20,32.94,6.54,16.83,79.08,23.10,67.91,0.63
8-Jul-23,52.20,10.52,13.10,2.12,6.15,3.38,0.09,0.10,6.95,2.13,7.92,9.55,43.01,32.88,6.63,16.83,78.15,23.00,68.02,0.63
9-Jul-23,52.15,10.61,13.13,2.15,6.20,3.37,0.10,0.10,6.93,2.12,7.87,9.40,43.04,33.15,6.55,16.78,78.40,23.18,67.12,0.64
10-Jul-23,52.16,10.57,13.17,2.11,6.19,3.32,0.09,0.10,6.98,2.13,8.64,9.81,42.54,32.57,6.46,17.12,78.28,23.40,67.57,0.64
11-Jul-23,52.19,10.61,13.13,2.15,6.17,3.35,0.09,0.10,6.96,2.13,8.24,9.60,43.35,32.53,6.29,14.58,78.03,23.30,68.02,0.64
12-Jul-23,52.11,10.66,13.21,2.15,6.17,3.32,0.09,0.10,7.04,2.14,8.32,9.69,41.95,33.04,7.01,16.89,,,68.27,0.65
13-Jul-23,,,,,,,,,,,,,,,,,,,,#DIV/0!
14-Jul-23,,,,,,,,,,,,,,,,,,,,#DIV/0!
15-Jul-23,,,,,,,,,,,,,,,,,,,,#DIV/0!
16-Jul-23,,,,,,,,,,,,,,,,,,,,#DIV/0!
17-Jul-23,,,,,,,,,,,,,,,,,,,,#DIV/0!
18-Jul-23,52.04,10.52,13.20,2.15,6.30,3.42,0.09,0.11,6.90,2.10,6.35,8.26,45.25,33.87,6.28,16.16,,,,0.63
19-Jul-23,52.14,10.57,13.16,2.17,6.20,3.39,0.09,0.10,6.96,2.12,8.09,9.64,42.30,33.53,6.44,16.85,78.93,23.50,67.16,0.64
20-Jul-23,51.99,10.47,13.25,2.16,6.26,3.48,0.09,0.10,6.99,2.12,7.80,9.11,43.38,33.07,6.64,16.71,78.77,23.40,67.58,0.62
21-Jul-23,51.91,10.50,13.31,2.17,6.28,3.52,0.09,0.10,7.03,2.12,8.17,9.52,42.60,33.10,6.61,16.87,78.44,23.30,67.04,0.62
22-Jul-23,51.86,10.61,13.29,2.17,6.30,3.54,0.09,0.10,7.00,2.11,7.85,9.78,43.18,32.82,6.36,16.89,78.08,23.30,67.54,0.61
23-Jul-23,51.81,10.37,13.26,2.17,6.32,3.55,0.09,0.10,6.94,2.10,7.94,9.19,43.37,33.14,6.35,16.80,78.73,23.40,67.42,0.61
24-Jul-23,51.79,10.43,13.34,2.12,6.34,3.58,0.10,0.11,7.00,2.11,7.58,9.46,43.30,33.13,6.53,16.71,79.17,23.45,67.95,0.59
25-Jul-23,51.78,10.51,13.32,2.14,6.32,3.59,0.10,0.11,7.00,2.11,7.80,9.62,43.16,33.03,6.40,16.82,78.47,23.50,67.44,0.60
26-Jul-23,51.80,10.58,13.31,2.15,6.27,3.59,0.10,0.11,7.05,2.13,7.32,9.68,43.31,32.86,6.85,16.65,,,67.62,0.60
27-Jul-23,51.72,10.33,13.38,2.12,6.39,3.57,0.10,0.11,6.99,2.10,8.44,9.86,42.70,32.66,6.35,17.08,78.12,23.20,,0.59
28-Jul-23,51.77,10.55,13.33,2.14,6.31,3.58,0.10,0.11,7.03,2.11,7.98,9.46,42.99,33.04,6.53,16.83,78.85,23.40,67.71,0.60
29-Jul-23,51.66,10.56,13.41,2.10,6.40,3.60,0.10,0.11,7.01,2.10,7.97,9.47,43.08,32.99,6.50,16.84,78.80,23.30,67.88,0.58
30-Jul-23,51.73,10.52,13.38,2.10,6.37,3.60,0.10,0.11,7.01,2.10,7.62,9.38,43.03,33.06,6.91,16.66,77.85,23.40,67.34,0.58
31-Jul-23,51.75,10.61,13.39,2.11,6.34,3.60,0.09,0.10,7.05,2.11,8.00,9.33,43.59,32.88,6.20,16.88,78.99,23.20,67.47,0.59
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Aug-23,51.77,10.51,13.34,2.11,6.31,3.55,0.09,0.11,7.03,2.11,7.66,9.00,43.59,32.94,6.82,16.64,78.18,23.55,68.04,0.59
2-Aug-23,51.76,10.51,13.36,2.11,6.33,3.58,0.09,0.11,7.03,2.11,8.03,9.31,43.63,32.74,6.29,16.89,78.70,23.30,68.36,0.59
3-Aug-23,51.67,10.47,13.48,2.13,6.40,3.64,0.09,0.11,7.07,2.11,7.55,9.19,43.40,33.24,6.62,16.64,78.60,23.60,67.62,0.58
4-Aug-23,51.75,10.60,13.46,2.11,6.34,3.61,0.09,0.11,7.12,2.12,7.67,9.38,43.55,32.77,6.65,16.74,78.10,23.50,68.04,0.58
5-Aug-23,51.58,10.48,13.58,2.12,6.44,3.61,0.09,0.11,7.13,2.11,7.47,10.01,42.68,33.11,6.74,16.73,78.78,23.35,67.74,0.59
6-Aug-23,51.52,10.41,13.58,2.16,6.43,3.61,0.09,0.11,7.15,2.11,7.49,9.50,43.32,32.93,6.76,16.68,78.26,23.20,68.10,0.60
7-Aug-23,51.74,10.34,13.33,2.18,6.31,3.61,0.09,0.11,7.02,2.11,7.46,9.96,42.31,33.41,6.87,16.67,78.24,23.40,67.66,0.61
8-Aug-23,51.71,10.37,13.38,2.12,6.32,3.61,0.10,0.11,7.05,2.12,7.91,9.89,43.02,32.66,6.52,16.91,78.71,23.20,67.58,0.59
9-Aug-23,51.66,10.35,13.39,2.08,6.39,3.60,0.10,0.10,7.00,2.10,7.77,9.11,43.40,33.06,6.67,16.70,78.45,23.53,67.74,0.58
10-Aug-23,51.72,10.57,13.39,2.10,6.36,3.60,0.10,0.10,7.03,2.11,7.88,9.83,43.04,32.73,6.52,16.89,79.10,23.10,68.50,0.58
11-Aug-23,51.70,10.54,13.36,2.13,6.32,3.60,0.10,0.11,7.04,2.11,7.69,9.41,43.19,33.08,6.64,16.72,78.51,23.30,67.72,0.59
12-Aug-23,51.62,10.65,13.43,2.14,6.42,3.61,0.09,0.11,7.01,2.09,7.78,10.15,43.11,32.59,6.38,16.94,78.86,22.50,68.64,0.59
13-Aug-23,51.65,10.60,13.38,2.14,6.36,3.59,0.09,0.11,7.02,2.10,7.82,9.32,43.15,33.16,6.56,16.75,78.63,22.90,67.76,0.60
14-Aug-23,51.70,10.60,13.31,2.11,6.30,3.55,0.09,0.10,7.01,2.11,7.95,9.84,43.06,32.96,6.20,16.94,78.73,23.30,67.89,0.60
15-Aug-23,51.67,10.57,13.42,2.10,6.40,3.54,0.09,0.10,7.02,2.10,7.55,9.60,43.38,33.10,6.38,16.75,78.39,23.10,67.66,0.59
16-Aug-23,51.67,10.66,13.45,2.13,6.41,3.50,0.09,0.10,7.04,2.10,7.58,9.94,43.18,32.85,6.45,16.82,78.90,23.20,67.87,0.61
17-Aug-23,51.68,10.72,13.44,2.10,6.40,3.48,0.09,0.11,7.04,2.10,8.19,9.62,42.68,33.06,6.46,16.92,79.08,23.10,67.72,0.60
18-Aug-23,51.70,10.67,13.43,2.06,6.38,3.52,0.08,0.10,7.05,2.10,8.29,9.40,42.85,33.08,6.38,16.93,78.81,23.10,68.24,0.59
19-Aug-23,51.67,10.68,13.47,2.09,6.42,3.50,0.09,0.10,7.05,2.10,7.64,9.44,42.99,33.22,6.71,16.69,78.24,23.10,67.87,0.60
20-Aug-23,51.69,10.68,13.43,2.12,6.35,3.47,0.09,0.10,7.08,2.12,8.03,8.95,43.36,33.27,6.40,16.76,79.24,22.80,67.71,0.61
21-Aug-23,51.69,10.57,13.42,2.12,6.30,3.48,0.09,0.10,7.12,2.13,7.60,10.10,43.13,32.81,6.36,16.87,78.15,23.10,67.15,0.61
22-Aug-23,51.70,10.58,13.42,2.12,6.34,3.39,0.09,0.10,7.07,2.12,7.80,9.57,43.55,32.81,6.29,16.86,78.64,23.00,68.07,0.63
23-Aug-23,51.70,10.54,13.46,2.11,6.37,3.39,0.16,0.10,7.09,2.11,7.94,9.59,43.66,32.37,6.45,16.92,78.49,23.10,67.73,0.62
24-Aug-23,51.71,10.65,13.45,2.13,6.38,3.42,0.09,0.10,7.07,2.11,8.09,9.73,42.94,32.79,6.46,16.93,78.36,23.10,67.06,0.62
25-Aug-23,51.72,10.47,13.45,2.14,6.39,3.44,0.09,0.10,7.07,2.11,7.83,9.59,43.27,32.94,6.38,16.84,78.81,23.10,68.02,0.62
26-Aug-23,51.68,10.62,13.48,2.12,6.40,3.48,0.09,0.10,7.08,2.11,7.91,9.14,43.54,32.90,6.50,16.78,78.31,23.30,67.72,0.61
27-Aug-23,51.66,10.52,13.50,2.15,6.41,3.48,0.09,0.10,7.09,2.11,8.12,9.55,42.88,33.15,6.31,16.90,78.67,23.30,68.25,0.62
28-Aug-23,51.68,10.54,13.49,2.13,6.41,3.50,0.09,0.10,7.07,2.10,8.07,9.78,42.86,33.00,6.30,16.94,78.94,23.40,67.61,0.61
29-Aug-23,51.67,10.57,13.46,2.15,6.40,3.47,0.09,0.10,7.06,2.10,8.11,9.74,42.84,32.84,6.48,16.93,78.45,23.18,67.32,0.62
30-Aug-23,51.62,10.54,13.49,2.16,6.43,3.53,0.09,0.10,7.05,2.10,7.57,9.35,43.82,32.80,6.46,16.74,78.79,23.40,68.08,0.61
31-Aug-23,51.70,10.74,13.49,2.13,6.41,3.44,0.09,0.10,7.08,2.10,7.62,9.13,43.52,32.92,6.82,16.65,78.64,22.90,67.58,0.62
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Sep-23,51.69,10.64,13.53,2.09,6.45,3.40,0.09,0.10,7.08,2.10,7.81,9.48,43.34,32.91,6.46,16.81,78.53,22.90,67.74,0.62
2-Sep-23,51.69,10.59,13.56,2.11,6.46,3.38,0.09,0.10,7.09,2.10,7.95,9.51,43.13,32.86,6.55,16.84,78.68,23.50,68.28,0.62
3-Sep-23,51.70,10.49,13.52,2.11,6.43,3.41,0.09,0.10,7.09,2.10,8.14,9.71,42.56,33.19,6.40,16.92,78.83,23.30,67.60,0.62
4-Sep-23,51.68,10.53,13.52,2.12,6.44,3.49,0.09,0.10,7.09,2.10,7.90,9.67,42.92,33.20,6.31,16.86,78.86,23.40,67.31,0.61
5-Sep-23,51.70,10.63,13.51,2.12,6.42,3.46,0.09,0.10,7.09,2.10,7.79,9.53,43.11,32.91,6.66,16.78,,,68.46,0.61
6-Sep-23,51.70,10.43,13.52,2.10,6.45,3.50,0.09,0.10,7.07,2.10,8.02,9.64,43.07,33.05,6.23,16.91,78.91,23.30,,0.60
