 DATE,                                     CHEMICAL ANALYSIS,,,,,,,,Avl. lime,Basicity  (B2),     SCREEN  ANALYSIS,,,,,%MPS,TI,RDI,RI,MgO/Al2O3
,%T(Fe),%FeO,%CaO,%MgO,%SiO2,%Al2O3,%K2O,% P,Avl. lime,Basicity  (B2),%+40MM,%40+25MM,%25+10MM,%10+5MM,%5 MM,%MPS,TI,RDI,RI,MgO/Al2O3
10-Feb-24,51.27,10.58,13.62,2.10,6.49,3.53,0.08,0.10,7.12,2.10,7.73,9.72,43.66,32.46,6.43,16.87,78.79,23.00,68.42,0.59
11-Feb-24,51.27,10.53,13.61,2.09,6.47,3.49,0.09,0.10,7.14,2.10,7.75,9.45,43.28,32.91,6.62,16.76,78.54,23.40,67.24,0.60
12-Feb-24,51.17,10.53,13.68,2.05,6.60,3.57,0.09,0.11,7.09,2.07,8.08,9.64,43.64,32.31,6.33,16.99,78.09,23.20,67.71,0.57
13-Feb-24,51.28,10.51,13.60,2.06,6.42,3.45,0.09,0.11,7.18,2.12,7.50,9.41,43.05,33.42,6.63,16.64,78.59,23.00,68.04,0.60
14-Feb-24,51.23,10.44,13.68,2.06,6.48,3.50,0.09,0.11,7.20,2.11,8.09,9.76,42.96,32.88,6.31,16.95,79.00,22.40,67.62,0.59
15-Feb-24,51.21,10.62,13.70,2.11,6.45,3.50,0.09,0.11,7.25,2.12,7.83,9.35,44.53,32.37,5.92,16.93,80.10,21.40,67.48,0.60
16-Feb-24,51.24,10.68,13.72,2.03,6.47,3.48,0.09,0.11,7.24,2.12,7.61,10.28,44.03,32.25,5.84,17.03,78.89,23.10,68.46,0.58
17-Feb-24,51.19,10.54,13.72,2.09,6.57,3.50,0.09,0.11,7.16,2.09,7.85,9.75,42.75,33.31,6.34,16.84,79.14,22.93,67.98,0.60
18-Feb-24,51.19,10.72,13.65,2.08,6.51,3.51,0.09,0.11,7.14,2.10,7.64,9.20,43.82,32.90,6.44,16.73,78.01,22.10,68.14,0.59
19-Feb-24,51.18,10.57,13.74,2.04,6.52,3.50,0.09,0.10,7.23,2.11,7.83,9.70,43.02,33.17,6.29,16.85,79.37,23.15,67.54,0.58
20-Feb-24,51.73,10.74,13.43,2.05,6.36,3.39,0.08,0.11,7.07,2.11,8.32,9.63,43.84,32.00,6.22,17.10,78.78,22.80,67.62,0.60
21-Feb-24,52.09,10.62,13.35,2.06,6.28,3.32,0.08,0.11,7.07,2.13,8.04,9.74,42.87,33.12,6.23,16.93,79.19,23.00,68.12,0.62
22-Feb-24,52.24,10.72,13.17,2.02,6.14,3.36,0.08,0.11,7.04,2.15,8.30,9.71,43.22,32.58,6.19,17.05,79.42,22.60,67.68,0.60
23-Feb-24,52.24,10.66,13.23,2.00,6.25,3.38,0.08,0.10,6.98,2.12,8.11,9.78,42.85,32.98,6.27,16.96,79.09,23.05,68.26,0.59
24-Feb-24,52.22,10.69,13.20,1.98,6.23,3.37,0.08,0.10,6.97,2.12,7.73,9.34,43.34,33.00,6.59,16.74,78.56,22.90,67.15,0.59
25-Feb-24,52.21,10.56,13.17,2.01,6.22,3.36,0.08,0.10,6.95,2.12,7.90,9.91,42.69,32.93,6.57,16.88,78.38,23.30,67.52,0.60
26-Feb-24,52.31,10.58,13.05,1.94,6.09,3.35,0.08,0.10,6.97,2.15,7.82,10.21,43.07,32.56,6.35,16.97,79.04,23.23,67.84,0.58
27-Feb-24,52.31,10.56,13.02,2.08,6.05,3.31,0.08,0.11,6.97,2.15,7.82,9.91,43.19,32.45,6.64,16.89,78.20,22.90,68.16,0.63
28-Feb-24,52.24,10.59,13.17,2.02,6.09,3.34,0.08,0.11,7.08,2.16,7.65,9.57,43.43,32.93,6.42,16.78,78.51,23.30,67.92,0.60
29-Feb-24,52.27,10.62,13.18,2.01,6.11,3.37,0.08,0.11,7.07,2.16,7.98,9.49,43.47,32.86,6.19,16.90,78.34,23.30,67.22,0.60
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Mar-24,52.24,10.71,13.26,1.96,6.14,3.37,0.08,0.11,7.12,2.16,8.11,9.70,43.10,32.89,6.20,16.97,78.59,23.10,68.05,0.58
2-Mar-24,52.20,10.71,13.28,2.06,6.13,3.31,0.08,0.11,7.15,2.17,7.80,10.05,43.22,32.73,6.21,16.95,79.64,23.00,67.96,0.62
3-Mar-24,52.19,10.53,13.18,2.11,6.15,3.34,0.08,0.11,7.03,2.14,7.94,9.41,43.31,32.73,6.60,16.83,79.09,23.20,67.06,0.63
4-Mar-24,52.19,10.55,13.24,2.03,6.14,3.35,0.08,0.11,7.10,2.16,8.27,9.72,42.93,32.69,6.39,17.00,79.14,23.00,67.69,0.61
5-Mar-24,52.21,10.52,13.26,1.98,6.17,3.35,0.08,0.11,7.09,2.15,8.22,9.45,42.55,33.20,6.59,16.87,78.92,23.20,68.10,0.59
6-Mar-24,52.21,10.66,13.25,1.98,6.11,3.31,0.08,0.11,7.14,2.17,8.19,9.03,44.05,32.71,6.03,16.93,78.79,22.60,67.13,0.60
7-Mar-24,52.16,10.70,13.27,1.99,6.13,3.31,0.08,0.11,7.14,2.16,7.51,9.18,43.58,32.85,6.89,16.62,,,67.75,0.60
8-Mar-24,52.19,10.68,13.41,1.95,6.10,3.33,0.08,0.11,7.31,2.20,8.63,10.16,44.05,30.81,6.35,17.36,78.55,22.50,,0.59
9-Mar-24,52.25,10.55,13.22,1.98,6.11,3.33,0.08,0.11,7.11,2.16,7.81,9.18,43.71,33.10,6.20,16.78,77.94,23.30,68.02,0.60
10-Mar-24,52.22,10.57,13.26,2.01,6.12,3.31,0.08,0.11,7.14,2.17,7.79,10.60,43.23,32.13,6.25,17.08,79.09,23.00,68.48,0.61
11-Mar-24,52.27,10.61,13.22,2.02,6.12,3.27,0.08,0.11,7.09,2.16,8.20,9.52,43.15,32.87,6.27,16.96,79.09,23.15,67.82,0.62
12-Mar-24,52.21,10.54,13.28,2.01,6.13,3.27,0.08,0.11,7.15,2.17,8.41,9.96,42.81,32.61,6.21,17.12,79.21,23.20,67.45,0.62
13-Mar-24,52.22,10.57,13.27,2.08,6.11,3.28,0.08,0.11,7.16,2.17,8.51,10.06,43.76,31.71,5.97,17.28,79.69,22.35,68.55,0.63
14-Mar-24,52.19,10.41,13.29,2.02,6.17,3.34,0.08,0.11,7.12,2.16,8.06,9.77,43.01,32.74,6.43,16.94,79.26,23.10,67.87,0.61
15-Mar-24,52.17,10.44,13.31,1.98,6.22,3.36,0.08,0.11,7.09,2.14,7.64,9.48,43.40,32.98,6.51,16.75,78.40,22.80,67.40,0.59
16-Mar-24,52.18,10.48,13.22,2.08,6.11,3.34,0.08,0.11,7.12,2.17,7.92,9.54,43.10,32.97,6.46,16.84,78.89,22.50,68.24,0.62
17-Mar-24,52.16,10.38,13.33,1.98,6.19,3.34,0.08,0.11,7.15,2.16,7.60,9.44,42.80,33.39,6.78,16.65,78.14,23.40,67.80,0.59
18-Mar-24,52.18,10.58,13.25,1.99,6.19,3.35,0.08,0.11,7.06,2.14,8.22,10.44,44.15,31.22,5.97,17.31,79.21,22.40,68.15,0.59
19-Mar-24,52.18,10.50,13.28,1.99,6.19,3.36,0.08,0.11,7.09,2.15,9.14,10.36,43.29,31.55,5.66,17.56,78.41,23.40,67.55,0.59
20-Mar-24,52.23,10.66,13.19,2.05,6.13,3.28,0.08,0.11,7.06,2.15,8.16,10.05,44.74,31.35,5.71,17.26,78.94,23.10,67.06,0.63
21-Mar-24,52.22,10.60,13.32,1.99,6.17,3.33,0.08,0.11,7.15,2.16,8.29,9.75,43.67,32.29,6.01,17.11,79.59,22.90,67.62,0.60
22-Mar-24,52.22,10.51,13.25,1.99,6.18,3.33,0.08,0.11,7.07,2.14,8.47,9.53,43.03,32.57,6.41,17.04,78.32,23.00,68.02,0.60
23-Mar-24,52.21,10.56,13.32,2.02,6.19,3.34,0.08,0.11,7.12,2.15,8.22,9.96,43.38,32.29,6.15,17.10,78.48,22.90,67.78,0.61
24-Mar-24,52.14,10.57,13.37,2.07,6.19,3.35,0.08,0.11,7.18,2.16,7.88,9.64,43.26,32.87,6.35,16.87,78.30,23.20,67.09,0.62
25-Mar-24,52.18,10.51,13.34,1.97,6.20,3.35,0.08,0.11,7.14,2.15,8.20,9.65,43.98,32.17,6.00,17.09,78.58,23.30,67.10,0.59
26-Mar-24,52.18,10.56,13.29,1.98,6.20,3.34,0.08,0.10,7.09,2.14,7.69,9.78,44.99,31.56,5.97,17.03,78.49,23.27,67.79,0.59
27-Mar-24,52.18,10.57,13.31,1.98,6.20,3.33,0.08,0.11,7.12,2.15,8.34,9.95,44.89,31.05,5.77,17.32,78.96,22.50,67.27,0.60
28-Mar-24,52.19,10.60,13.34,2.01,6.21,3.34,0.08,0.11,7.13,2.15,8.26,9.38,43.54,32.49,6.33,16.98,78.89,23.00,67.92,0.60
29-Mar-24,52.04,10.46,13.37,2.00,6.26,3.39,0.08,0.11,7.09,2.14,8.20,9.19,43.95,32.44,6.23,16.96,78.08,23.30,67.42,0.59
30-Mar-24,51.54,10.41,13.71,2.04,6.43,3.52,0.09,0.11,7.25,2.13,7.72,9.76,43.51,32.48,6.53,16.86,78.95,23.10,67.78,0.58
31-Mar-24,51.46,10.46,13.67,2.08,6.41,3.52,0.09,0.11,7.26,2.13,8.01,9.47,43.96,32.35,6.21,16.96,78.04,23.00,67.84,0.59
1-Apr-24,51.46,10.53,13.69,2.07,6.47,3.55,0.08,0.10,7.22,2.12,7.69,9.28,43.54,32.85,6.64,16.73,78.77,23.50,67.06,0.58
2-Apr-24,51.41,10.58,13.69,2.08,6.46,3.53,0.08,0.11,7.24,2.12,7.27,9.65,43.91,32.83,6.34,16.71,78.86,22.80,68.06,0.59
3-Apr-24,51.42,10.52,13.59,2.06,6.46,3.55,0.09,0.10,7.13,2.10,7.67,9.47,44.63,31.96,6.28,16.89,78.50,23.10,67.82,0.58
4-Apr-24,51.29,10.57,13.66,2.03,6.51,3.51,0.09,0.10,7.14,2.10,7.71,9.39,43.90,32.59,6.42,16.80,78.16,23.20,67.44,0.58
5-Apr-24,51.16,10.42,13.84,2.08,6.81,3.42,0.09,0.11,7.03,2.03,7.29,9.45,44.74,32.12,6.41,16.75,77.93,23.30,67.26,0.61
6-Apr-24,50.82,10.47,14.10,2.09,7.00,3.47,0.09,0.11,7.10,2.02,7.52,9.47,44.05,32.68,6.28,16.78,78.25,23.10,68.20,0.60
7-Apr-24,50.45,10.39,14.23,2.11,7.19,3.60,0.10,0.11,7.04,1.98,7.31,8.25,44.83,33.06,6.56,16.46,78.23,23.30,67.86,0.59
8-Apr-24,50.37,10.41,14.38,2.12,7.24,3.55,0.09,0.11,7.14,1.99,7.13,8.95,44.00,33.06,6.86,16.47,79.32,22.80,67.55,0.60
9-Apr-24,50.45,10.57,14.47,2.09,7.16,3.55,0.09,0.10,7.31,2.02,8.00,9.86,43.73,32.23,6.19,17.03,78.36,23.20,,0.59
10-Apr-24,50.86,10.39,13.90,2.14,6.69,3.54,0.09,0.10,7.21,2.08,8.30,9.85,43.51,32.15,6.19,17.12,79.15,23.40,67.38,0.60
11-Apr-24,51.29,10.48,13.66,2.07,6.37,3.45,0.09,0.10,7.29,2.14,7.72,9.60,43.98,32.55,6.16,16.88,78.28,23.20,67.62,0.60
12-Apr-24,51.19,10.43,13.99,1.97,6.52,3.53,0.09,0.10,7.47,2.15,7.54,9.50,43.44,32.91,6.62,16.71,78.91,23.20,67.52,0.56
13-Apr-24,51.15,10.55,14.03,2.01,6.56,3.50,0.09,0.11,7.47,2.14,7.85,9.65,43.65,32.66,6.20,16.91,79.18,23.00,67.46,0.57
14-Apr-24,50.92,10.45,14.05,2.01,6.61,3.58,0.09,0.11,7.44,2.13,7.72,9.77,44.06,32.05,6.40,16.92,79.22,23.20,67.34,0.56
15-Apr-24,50.60,10.49,14.17,2.05,6.65,3.64,0.09,0.10,7.52,2.13,7.80,9.62,44.22,32.13,6.23,16.94,78.38,22.50,67.68,0.56
16-Apr-24,50.62,10.53,14.14,2.05,6.61,3.62,0.09,0.11,7.53,2.14,8.09,9.78,44.16,31.91,6.07,17.09,79.23,22.80,,0.57
17-Apr-24,50.77,10.61,13.97,2.09,6.45,3.62,0.09,0.11,7.52,2.17,7.97,9.57,43.71,32.54,6.23,16.94,79.04,23.10,68.02,0.58
18-Apr-24,50.74,10.55,14.04,2.08,6.56,3.63,0.09,0.11,7.48,2.14,7.50,9.85,43.77,32.46,6.42,16.83,79.37,23.00,67.58,0.57
19-Apr-24,50.73,10.37,14.01,2.06,6.54,3.62,0.09,0.10,7.47,2.14,7.93,9.89,43.22,32.58,6.39,16.95,78.58,22.80,67.96,0.57
20-Apr-24,50.69,10.41,14.08,2.07,6.53,3.60,0.09,0.11,7.55,2.16,8.08,9.78,43.87,32.18,6.10,17.05,79.80,23.70,67.42,0.57
21-Apr-24,50.66,10.43,14.09,2.08,6.59,3.63,0.09,0.11,7.50,2.14,8.37,9.91,43.52,31.95,6.26,17.15,79.30,23.00,68.12,0.57
22-Apr-24,50.69,10.41,14.06,2.10,6.56,3.66,0.09,0.10,7.50,2.14,8.18,9.81,43.10,32.56,6.35,17.01,78.88,23.50,67.68,0.57
23-Apr-24,50.70,10.55,14.07,2.03,6.63,3.66,0.09,0.10,7.44,2.12,8.03,9.62,43.68,32.34,6.34,16.97,78.94,23.00,68.36,0.56
24-Apr-24,50.65,10.51,14.10,2.08,6.62,3.63,0.09,0.11,7.48,2.13,7.86,9.57,44.07,32.36,6.14,16.94,78.16,23.30,67.15,0.57
25-Apr-24,50.63,10.49,14.06,2.14,6.65,3.67,0.09,0.11,7.41,2.12,7.65,9.43,43.51,32.87,6.55,16.75,79.37,22.90,67.59,0.58
26-Apr-24,50.61,10.60,14.19,2.09,6.74,3.70,0.09,0.11,7.45,2.11,8.42,10.40,43.70,31.46,6.03,17.32,79.09,22.90,68.26,0.57
27-Apr-24,50.57,10.60,14.27,2.04,6.78,3.74,0.09,0.11,7.50,2.11,7.68,9.62,43.71,32.63,6.37,16.84,78.19,23.30,67.76,0.55
28-Apr-24,50.51,10.42,14.40,2.11,6.82,3.63,0.09,0.11,7.58,2.11,7.95,9.39,44.75,31.98,5.94,17.01,78.75,23.20,67.26,0.58
29-Apr-24,50.58,10.60,14.37,2.10,6.76,3.64,0.09,0.11,7.61,2.13,7.66,9.54,43.82,32.67,6.31,16.82,78.87,22.50,67.78,0.58
30-Apr-24,50.22,10.48,14.56,2.05,6.98,3.74,0.09,0.11,7.58,2.09,7.86,9.76,44.18,32.21,6.00,17.00,79.04,23.00,67.26,0.55
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-May-24,49.79,10.44,14.87,1.99,7.00,3.75,0.09,0.11,7.87,2.12,7.85,9.39,43.40,32.97,6.39,16.81,78.63,23.30,67.44,0.53
2-May-24,50.18,10.48,14.67,2.05,6.85,3.77,0.09,0.11,7.83,2.14,7.80,9.83,43.10,32.95,6.31,16.88,78.54,23.20,67.82,0.54
3-May-24,50.36,10.49,14.42,2.10,6.79,3.73,0.09,0.11,7.63,2.12,7.08,9.91,45.54,31.20,6.27,16.87,79.82,22.60,67.70,0.56
4-May-24,50.40,10.49,14.40,2.04,6.80,3.75,0.08,0.11,7.60,2.12,7.83,9.82,44.63,31.43,6.29,17.04,79.15,23.20,68.48,0.54
5-May-24,50.41,10.51,14.41,2.09,6.80,3.74,0.09,0.11,7.61,2.12,8.14,9.64,44.22,31.58,6.42,17.06,79.63,22.30,67.52,0.56
6-May-24,50.46,10.59,14.33,2.08,6.78,3.79,0.09,0.11,7.52,2.11,7.92,9.70,43.88,32.14,6.37,17.07,79.65,22.70,67.99,0.55
7-May-24,51.18,10.44,13.68,2.11,6.49,3.62,0.08,0.11,7.19,2.11,7.74,9.86,44.83,31.35,6.22,17.04,79.78,23.10,68.11,0.58
8-May-24,51.55,10.54,13.52,2.10,6.30,3.58,0.09,0.11,7.21,2.15,7.37,9.63,44.64,32.03,6.34,16.82,79.74,23.30,67.33,0.59
9-May-24,51.67,10.65,13.50,2.02,6.36,3.54,0.08,0.10,7.13,2.12,7.79,9.61,43.33,32.70,6.58,16.83,79.28,23.00,67.56,0.57
10-May-24,51.63,10.58,13.65,1.97,6.40,3.46,0.08,0.10,7.19,2.13,7.75,9.80,42.84,33.14,6.47,16.82,79.52,,68.02,0.57
11-May-24,51.54,10.53,13.65,2.08,6.39,3.56,0.08,0.09,7.27,2.14,8.13,9.95,43.23,32.17,6.52,17.03,79.42,22.80,,0.58
12-May-24,51.98,10.66,13.46,1.94,6.32,3.49,0.08,0.09,7.13,2.13,7.86,9.83,43.55,32.33,6.43,16.94,79.83,22.90,67.90,0.56
13-May-24,52.15,10.60,13.34,1.98,6.31,3.46,0.08,0.10,7.03,2.11,7.89,9.67,43.90,32.13,6.41,16.95,79.04,23.00,67.40,0.57
14-May-24,52.13,10.54,13.30,2.01,6.24,3.44,0.08,0.10,7.05,2.13,7.89,9.96,43.51,32.45,6.20,16.99,79.20,22.80,68.13,0.58
15-May-24,52.11,10.48,13.33,2.00,6.28,3.43,0.08,0.10,7.05,2.12,8.07,9.68,44.13,32.26,5.87,17.06,79.13,22.90,67.40,0.58
16-May-24,52.12,10.52,13.32,1.99,6.23,3.44,0.08,0.09,7.09,2.14,8.10,9.86,43.03,32.67,6.34,16.99,79.13,23.20,67.71,0.58
17-May-24,51.84,10.33,13.60,2.03,6.41,3.46,0.08,0.09,7.18,2.12,8.22,9.71,43.09,32.60,6.39,17.00,79.39,23.20,68.04,0.59
18-May-24,51.57,10.51,13.86,1.94,6.44,3.49,0.08,0.09,7.42,2.15,7.81,9.84,43.30,32.48,6.58,16.89,79.87,23.30,68.58,0.56
19-May-24,51.55,10.48,13.70,1.96,6.27,3.50,0.08,0.09,7.43,2.18,8.65,10.46,42.68,32.04,6.17,17.32,79.77,22.40,68.12,0.56
20-May-24,51.56,10.44,13.85,1.94,6.28,3.47,0.08,0.09,7.57,2.21,8.02,9.71,43.65,32.31,6.31,16.98,78.93,22.90,67.64,0.56
21-May-24,51.58,10.52,13.73,1.94,6.22,3.40,0.08,0.09,7.51,2.21,8.08,9.73,43.24,32.56,6.39,16.97,79.68,22.30,67.43,0.57
22-May-24,51.64,10.39,13.60,1.98,6.33,3.41,0.08,0.09,7.27,2.15,8.00,9.57,43.48,32.68,6.27,16.93,79.48,22.70,67.79,0.58
23-May-24,51.69,10.54,13.72,1.98,6.35,3.39,0.08,0.09,7.37,2.16,8.13,9.51,43.81,32.26,6.29,16.99,79.77,22.90,68.23,0.59
24-May-24,51.54,10.44,13.56,2.01,6.40,3.45,0.08,0.09,7.15,2.12,7.85,9.62,43.75,32.67,6.12,16.92,79.16,22.70,67.84,0.58
25-May-24,51.53,10.57,13.49,2.01,6.41,3.48,0.09,0.11,7.09,2.11,7.65,9.64,44.99,31.66,6.07,16.97,79.42,23.20,,0.58
26-May-24,51.57,10.53,13.50,1.98,6.38,3.46,0.09,0.10,7.12,2.12,7.86,9.54,43.93,32.00,6.67,16.89,79.84,23.30,67.75,0.57
27-May-24,51.56,10.52,13.55,2.04,6.44,3.50,0.08,0.10,7.11,2.10,8.21,9.68,43.91,32.11,6.10,17.08,80.02,22.80,67.42,0.58
28-May-24,51.55,10.66,13.51,1.98,6.41,3.43,0.08,0.10,7.10,2.11,8.44,10.04,43.46,31.87,6.21,17.21,79.52,22.60,,0.58
29-May-24,51.58,10.59,13.53,1.98,6.39,3.44,0.08,0.09,7.15,2.12,8.37,9.39,43.42,32.63,6.18,17.02,78.69,,68.30,0.57
30-May-24,51.66,10.71,13.52,2.02,6.28,3.48,0.08,0.09,7.24,2.15,7.68,9.39,43.72,32.55,6.67,16.76,80.03,22.40,69.06,0.58
31-May-24,51.61,10.47,13.53,2.02,6.23,3.49,0.08,0.09,7.30,2.17,8.01,9.50,43.77,32.39,6.33,16.94,79.42,23.00,69.54,0.58
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Jun-24,51.55,10.06,13.54,2.10,6.37,3.51,0.09,0.09,7.16,2.12,7.98,9.46,43.97,32.46,6.14,16.94,78.72,22.95,69.30,0.60
2-Jun-24,51.50,10.42,13.70,2.10,6.32,3.41,0.09,0.09,7.38,2.17,7.94,9.69,44.39,31.62,6.39,17.02,78.70,23.10,69.56,0.62
3-Jun-24,51.50,10.51,13.67,2.09,6.34,3.43,0.08,0.09,7.33,2.16,7.71,9.51,44.78,31.70,6.30,16.93,79.01,23.00,69.17,0.61
4-Jun-24,51.46,10.47,13.57,2.13,6.36,3.39,0.09,0.09,7.22,2.14,7.67,9.71,44.24,31.96,6.43,16.90,78.62,22.80,69.83,0.63
5-Jun-24,51.43,10.46,13.68,2.04,6.39,3.41,0.09,0.09,7.29,2.14,8.02,9.90,43.69,32.25,6.14,17.05,79.11,22.50,70.06,0.60
6-Jun-24,51.39,10.42,13.66,2.08,6.42,3.41,0.09,0.09,7.24,2.13,8.48,10.15,44.36,31.21,5.80,17.36,79.66,22.80,69.96,0.61
7-Jun-24,51.41,10.40,13.74,2.07,6.38,3.41,0.09,0.10,7.37,2.16,8.07,9.75,44.30,31.66,6.23,17.08,79.76,23.30,,0.61
8-Jun-24,51.54,10.47,13.55,2.06,6.29,3.36,0.08,0.09,7.27,2.16,8.24,9.23,44.57,31.63,6.38,17.04,79.43,22.40,69.52,0.61
9-Jun-24,51.51,10.59,13.66,2.07,6.31,3.38,0.08,0.09,7.35,2.17,8.26,9.34,43.99,31.90,6.52,17.00,79.22,22.60,69.15,0.61
10-Jun-24,51.50,10.38,13.66,2.10,6.32,3.36,0.08,0.09,7.34,2.16,8.25,9.52,43.72,32.34,6.16,17.04,78.45,23.20,69.59,0.62
11-Jun-24,51.48,10.50,13.70,2.08,6.42,3.42,0.09,0.10,7.28,2.14,7.67,9.70,44.34,31.89,6.40,16.92,79.67,22.60,70.12,0.61
12-Jun-24,51.40,10.37,13.63,2.11,6.43,3.38,0.09,0.09,7.20,2.12,8.02,9.81,43.67,32.35,6.14,17.02,79.28,23.40,69.10,0.62
13-Jun-24,51.52,10.55,13.54,2.03,6.36,3.39,0.08,0.09,7.18,2.13,8.16,10.06,43.41,32.29,6.07,17.11,,,70.04,0.60
14-Jun-24,51.43,10.41,13.54,2.08,6.40,3.43,0.08,0.09,7.14,2.12,8.43,9.49,44.10,31.59,6.38,17.13,79.07,23.10,,0.60
15-Jun-24,51.44,10.46,13.62,2.08,6.37,3.40,0.08,0.10,7.26,2.14,7.92,9.82,44.12,32.35,5.79,17.05,80.01,22.50,70.34,0.61
16-Jun-24,51.64,10.46,13.54,2.02,6.39,3.39,0.09,0.09,7.15,2.12,7.96,9.36,44.10,32.54,6.04,16.93,79.09,23.30,69.74,0.60
17-Jun-24,51.62,10.54,13.66,2.10,6.46,3.40,0.08,0.10,7.20,2.12,7.79,9.43,43.68,32.50,6.61,16.81,78.89,23.20,69.56,0.62
18-Jun-24,51.59,10.49,13.53,2.10,6.41,3.42,0.08,0.10,7.13,2.11,7.72,9.92,43.93,32.23,6.21,16.96,79.74,23.40,69.94,0.62
19-Jun-24,51.56,10.49,13.61,2.05,6.57,3.35,0.08,0.10,7.04,2.07,8.55,10.08,42.85,32.37,6.15,17.20,78.55,22.90,70.05,0.61
20-Jun-24,51.54,10.40,13.59,2.04,6.50,3.37,0.08,0.10,7.09,2.09,8.09,9.65,43.65,32.56,6.05,17.01,78.97,23.00,69.85,0.60
21-Jun-24,51.52,10.52,13.71,2.02,6.48,3.38,0.08,0.09,7.23,2.12,8.39,9.63,43.25,32.36,6.37,17.06,79.24,22.80,70.12,0.60
22-Jun-24,51.48,10.39,13.61,2.11,6.53,3.39,0.08,0.10,7.08,2.09,8.09,9.69,43.75,32.16,6.32,17.02,79.58,23.30,69.09,0.62
23-Jun-24,51.49,10.56,13.68,2.09,6.50,3.40,0.08,0.10,7.18,2.11,7.70,9.34,44.67,32.05,6.25,16.88,78.99,22.80,69.50,0.61
24-Jun-24,51.48,10.36,13.69,2.09,6.51,3.43,0.09,0.10,7.17,2.10,8.25,9.68,43.57,32.09,6.42,17.05,79.36,23.00,69.82,0.61
25-Jun-24,51.45,10.37,13.56,2.14,6.65,3.47,0.09,0.10,6.91,2.04,8.18,9.58,44.59,31.62,6.03,17.12,78.75,22.70,70.14,0.62
26-Jun-24,51.47,10.40,13.63,2.12,6.54,3.41,0.09,0.10,7.09,2.08,7.33,9.56,44.20,32.68,6.40,16.75,78.81,23.00,69.45,0.62
27-Jun-24,51.72,10.69,13.53,2.10,6.40,3.40,0.08,0.10,7.13,2.12,7.40,10.03,44.44,32.13,6.00,16.93,79.57,22.80,69.86,0.62
28-Jun-24,51.70,10.48,13.69,1.98,6.54,3.37,0.08,0.09,7.15,2.10,7.63,9.53,43.53,32.74,6.57,16.77,79.24,23.00,70.45,0.59
29-Jun-24,51.73,10.48,13.52,2.12,6.50,3.36,0.08,0.09,7.02,2.08,7.89,9.48,43.74,32.46,6.43,16.88,79.88,22.60,70.12,0.63
30-Jun-24,51.73,10.55,13.49,2.14,6.48,3.37,0.08,0.10,7.01,2.08,7.58,9.76,43.98,32.52,6.15,16.87,78.75,23.10,69.54,0.63
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Jul-24,51.65,10.55,13.49,2.14,6.57,3.34,0.09,0.09,6.92,2.05,8.05,9.95,43.82,32.17,6.03,17.08,79.61,23.00,,0.64
2-Jul-24,52.40,10.58,13.01,2.07,6.25,3.18,0.09,0.09,6.76,2.08,8.09,9.90,42.66,33.05,6.30,16.96,79.07,22.80,70.26,0.65
3-Jul-24,52.61,10.47,12.83,1.99,6.24,3.17,0.08,0.09,6.59,2.06,7.83,10.00,43.42,32.61,6.14,16.97,79.11,23.10,69.26,0.63
4-Jul-24,52.78,10.67,12.76,2.00,6.14,3.06,0.08,0.09,6.62,2.08,7.89,9.83,43.40,32.90,5.99,16.96,78.82,23.60,69.62,0.65
5-Jul-24,53.52,10.59,12.24,1.99,5.66,2.99,0.09,0.08,6.58,2.16,8.53,9.52,43.80,32.25,5.90,17.16,79.23,22.70,70.72,0.66
6-Jul-24,54.10,10.61,11.46,1.94,5.35,2.94,0.08,0.08,6.11,2.14,7.92,9.62,44.54,32.00,5.92,17.03,78.55,22.20,70.96,0.66
7-Jul-24,54.05,10.49,11.51,2.02,5.57,2.91,0.08,0.08,5.94,2.07,7.87,9.55,43.92,32.50,6.15,16.92,79.09,,73.60,0.69
8-Jul-24,54.07,10.56,11.59,2.01,5.50,2.92,0.08,0.08,6.10,2.11,8.09,9.98,43.15,32.62,6.16,17.04,79.64,22.70,70.82,0.69
9-Jul-24,54.07,10.57,11.62,2.00,5.47,2.89,0.07,0.08,6.16,2.13,7.70,9.47,43.75,32.80,6.28,16.82,79.69,22.70,70.24,0.69
10-Jul-24,52.47,10.52,13.12,1.98,6.16,3.19,0.08,0.09,6.96,2.13,8.24,9.70,43.59,32.33,6.14,17.07,79.17,22.80,71.24,0.62
11-Jul-24,52.14,10.36,13.25,1.94,6.26,3.28,0.08,0.09,6.99,2.12,8.50,9.92,42.95,32.26,6.38,17.14,78.42,22.90,70.62,0.59
12-Jul-24,52.11,10.30,13.37,1.98,6.31,3.38,0.08,0.09,7.06,2.12,8.15,9.88,43.19,32.41,6.38,17.03,78.75,23.00,70.12,0.59
13-Jul-24,52.15,10.65,13.32,2.01,6.33,3.31,0.09,0.09,6.99,2.10,7.96,9.76,43.90,32.10,6.28,17.00,79.43,22.70,69.82,0.61
14-Jul-24,52.14,10.57,13.30,2.03,6.31,3.32,0.08,0.09,6.99,2.11,8.18,9.85,44.25,31.72,6.01,17.15,78.91,23.20,70.54,0.61
